0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0
0.10;0.28;-40.41;1.744;0.06;4.60;-40.40;2.20;4.20;1
0.20;0.79;-40.39;2.134;0.12;5.40;-40.40;2.50;7.20;1
0.30;1.35;-40.39;2.307;0.17;5.80;-40.40;2.60;8.60;1
0.40;1.95;-40.39;2.417;0.23;6.10;-40.40;2.70;10.00;1
0.50;2.56;-40.39;2.497;0.28;6.30;-40.40;2.80;11.00;2
0.60;3.20;-40.39;2.561;0.33;6.40;-40.40;2.90;12.00;2
0.70;3.85;-40.39;2.616;0.39;6.60;-40.40;2.90;13.00;2
0.80;4.52;-40.39;2.665;0.44;6.80;-40.40;3.00;13.90;2
0.90;5.21;-40.39;2.709;0.50;6.90;-40.40;3.00;14.70;2
1.00;5.90;-40.39;2.748;0.55;7.00;-40.40;3.10;15.40;2
1.10;6.61;-40.39;2.784;0.60;7.10;-40.40;3.10;16.20;2
1.20;7.33;-40.39;2.817;0.66;7.20;-40.40;3.10;16.90;2
1.30;8.06;-40.39;2.848;0.71;0.00;0.00;0.00;0.00;0
